date,Sentiment,Reporting,Movement,Actions,Information,Miscellaneous,Preparation,Other
2012-10-27 22:51:30,"","","","","","","",""
2012-10-22 09:45:12,"","","","","","","",""
2012-11-02 00:45:27,"","","","","","","",""
2012-10-23 07:14:21,"","","","","","","",""
2012-10-29 18:16:50,Humor,"","",Power_For_Life,"","","",""
2012-10-26 17:51:10,"","","","","","","",""
2012-11-01 06:19:43,"","","","","","","",""
2012-10-28 14:41:37,"","","","","","","",""
2012-11-03 12:30:35,"","","","","","","",""
2012-11-06 12:16:05,"","","","","","","",""
2012-10-29 19:38:34,"","","","","","","",""
2012-11-01 11:04:38,"","","","",Seek_Information,"","",""
2012-10-31 22:38:29,"","","","","","","",""
2012-10-28 23:09:19,"","","","","","","",""
2012-11-04 07:18:02,"","","","","","","",""
2012-10-23 18:34:02,"","","","","","","",""
2012-11-03 00:48:00,"","","","","","","",""
2012-10-30 05:31:52,"",Immediate_Personal_Environment,"","","","","",""
2012-10-28 01:21:13,"","","","","","","",""
2012-11-01 08:53:45,"","","","","","","",""
2012-11-06 19:22:03,"","","","","","","",""
2012-10-28 13:10:47,"","","","","","","",""
2012-11-03 16:49:12,"","","","","","","",""
2012-10-23 09:52:50,"","","","","","","",""
2012-11-06 21:19:22,"","","","","","","",""
2012-11-05 19:46:58,"","","","","","","",""
2012-11-05 20:40:29,"","","","","","","",""
2012-10-27 21:22:35,Frustrated,"","","",Seek_Information,"","",""
2012-11-06 22:52:50,"","","","","","","",""
2012-11-02 22:27:42,"","","","","","","",""
2012-10-26 03:49:43,"","","","","","","",""
2012-10-22 20:07:43,"","","","","","","",""
2012-10-23 12:22:34,"","","","","","","",""
2012-10-25 12:06:46,"","","","","","","",""
2012-11-05 22:03:24,"","","","","","","",""
2012-10-24 19:24:26,"","","","","","","",""
2012-10-31 08:02:00,Positive_Coping,"","","","","","",""
2012-10-22 06:46:19,"","","","","","","",""
2012-10-22 15:17:05,"","","","","","","",""
2012-11-04 09:07:10,"","","","","","","",""
2012-10-31 20:18:48,"","","","","","","",""
2012-10-26 10:20:04,"","","","","","","",""
2012-11-02 12:54:44,"","","","","","","",""
2012-10-26 15:45:31,"","","","","","","",""
2012-10-29 10:13:57,"","","","","","","",""
2012-10-28 17:46:52,"","","","","","","",""
2012-10-25 20:35:35,"","","","","","","",""
2012-11-01 14:23:33,"","","","","","","",""
2012-11-06 22:31:15,"","","","","","","",""
2012-11-02 15:49:58,Frustrated,"","","","","",Changing_Plans,""
2012-10-25 22:00:19,"","","","","","","",""
2012-10-25 20:04:03,"","","","","","","",""
2012-10-28 12:03:15,"",External_Natural_Environment,"","","","","",""
2012-10-28 22:38:38,"","","","","","","",""
2012-11-05 00:57:34,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-02 17:57:31,"","","","","","","",""
2012-11-02 18:57:16,"","","","","","","",""
2012-10-29 15:35:27,"","","","","","","",""
2012-10-23 11:47:02,"","","","","","","",""
2012-11-05 13:24:39,"","","","","","","",""
2012-10-27 01:48:05,"","","","","","","",""
2012-10-29 16:23:47,"","","","","","","",""
2012-10-31 12:42:03,"","","","","","","",""
2012-11-06 22:15:49,"","","","","","","",""
2012-10-28 14:48:20,"","","","","","","",""
2012-10-23 13:05:50,"","","","","","","",""
2012-10-26 20:03:34,"","","","","","","",""
2012-10-26 14:24:50,"","","","","","","",Other
2012-10-30 14:30:44,"","","","","","","",""
2012-10-31 16:27:30,"","","","","","","",""
2012-10-25 21:05:24,"","","","","","","",""
2012-10-28 17:50:55,"","","","","","","",""
2012-11-03 18:26:36,"","","","","","","",""
2012-11-03 19:45:31,"","","","","","","",""
2012-10-22 16:44:52,"","","","","","","",""
2012-10-26 11:37:07,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-04 20:07:43,"","","","","","","",""
2012-11-03 21:04:08,"","","","","","","",""
2012-11-01 14:04:54,"","","","","","","",""
2012-10-29 20:57:33,"",External_Natural_Environment,"","","","","",""
2012-10-28 14:52:49,"","","","","","","",""
2012-10-27 19:48:41,"","","","","","","",""
2012-10-29 15:25:51,"","","","","","","",""
2012-10-27 14:31:27,"","","","","","","",""
2012-10-28 14:05:10,"","","","","","","",""
2012-10-22 19:27:05,"","","","","","","",""
2012-10-31 21:47:48,"","","","","","","",""
2012-11-04 13:29:47,"","","","","","","",""
2012-11-01 14:50:36,"","","","","","","",""
2012-11-05 18:53:21,"","","","","","","",""
2012-11-04 10:35:06,"","","","","","","",""
2012-11-02 15:18:17,"","","","","","","",""
2012-10-30 22:39:02,"","","","","","","",""
2012-11-03 10:17:19,"","","","","","","",""
2012-10-24 10:47:24,"","","","","","","",""
2012-11-05 12:24:28,"","","","","","","",""
2012-10-29 21:12:42,"","","","","","","",""
2012-10-24 05:29:19,"","","","","","","",""
2012-11-01 18:25:38,"","","","","","","",""
2012-10-30 14:16:57,"","","","","","","",""
2012-10-24 13:26:16,"","","","","","","",""
2012-11-06 21:20:07,"","","","","","","",""
2012-10-24 22:11:45,"","","","","","","",""
2012-11-06 14:25:32,"","","","","","","",""
2012-11-05 12:39:16,"","","","","","","",""
2012-11-03 16:20:22,"","","","","","","",""
2012-11-03 21:03:26,"","","","","","","",""
2012-11-05 12:52:37,"","","","","","","",""
2012-11-05 16:51:48,"","","","","","","",""
2012-11-04 13:44:36,"","","","","","","",""
2012-10-31 16:45:54,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-26 06:14:27,"","","","","","","",""
2012-10-28 21:07:37,"",External_Natural_Environment,"","","","","",""
2012-11-01 16:53:47,"","","","","","","",""
2012-10-29 13:05:50,Humor,"","","","","","",""
2012-11-04 22:57:04,"","","","","","","",""
2012-11-06 10:04:18,"","","","","","","",""
2012-11-05 00:10:18,"","","","","","","",""
2012-10-25 13:13:46,"","","","","","","",""
2012-11-03 12:48:32,"","","","","","","",""
2012-10-30 15:31:16,"","","","","","","",""
2012-10-22 11:02:30,"","","","","","","",""
2012-10-23 10:55:12,"","","","","","","",""
2012-10-26 18:08:34,"","","","","","","",""
2012-10-29 15:35:17,"","","","",Pass_On_Information,Household_Information,"",""
2012-11-04 15:47:54,"","","","","","","",""
2012-10-31 21:25:29,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-31 12:30:22,"","","","","","","",""
2012-11-03 16:34:35,"","","","","","","",""
2012-10-23 16:59:33,"","","","","","","",""
2012-10-22 19:24:38,"","","","","","","",""
2012-10-31 12:31:54,"","","","","","","",""
2012-10-29 05:08:26,"","","","","","","",""
2012-10-27 00:45:50,"","","","","","","",""
2012-10-27 15:38:43,"","","","","","","",""
2012-11-02 17:27:46,"","","","","","","",""
2012-10-31 18:55:08,"","","","",Pass_On_Information,"",Transportation_Planning,""
2012-10-25 06:16:38,"","","","","","","",""
2012-10-25 05:23:16,"","","","","","","",""
2012-10-30 22:21:56,"","","","","","","",""
2012-11-06 22:32:29,Frustrated,External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-05 20:03:23,"","","","","","","",""
2012-10-28 16:34:26,"","","","","","","",""
2012-10-23 14:37:27,"","","","","","","",""
2012-11-03 09:35:39,"","","","","","","",""
2012-10-27 06:10:25,"","","","","","","",""
2012-11-04 07:41:37,"","","","","","","",""
2012-10-22 21:01:16,"","","","","","","",""
2012-11-04 12:36:59,"","","","","","","",""
2012-10-29 18:59:12,Worried,"","","","","","",""
2012-10-25 14:13:35,"","","","","","","",""
2012-10-24 17:22:07,"","","","","","","",""
2012-10-28 11:42:48,"","","","","","","",""
2012-10-22 14:19:54,"","","","","","","",""
2012-10-27 19:42:23,"","","","","","","",""
2012-11-04 08:25:36,"","","","","","","",""
2012-11-05 08:33:55,"","","","","","","",""
2012-10-22 19:27:57,"","","","","","","",""
2012-10-24 15:19:27,"","","","","","","",""
2012-10-27 11:42:59,"","","","","","","",""
2012-10-30 22:31:54,"","","","","","","",""
2012-11-05 21:31:52,"","","","","","","",""
2012-10-29 15:53:25,"",Other_Non_Natural_Environment,"","","","","",""
2012-11-04 12:23:02,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-25 16:03:10,"","","","","","","",""
2012-10-31 10:19:56,"",External_Natural_Environment,"","","","","",""
2012-10-24 21:36:27,"","","","","","","",""
2012-10-29 19:46:04,"","","","","","","",""
2012-11-03 08:56:34,"","","","","","","",""
2012-10-28 08:42:39,"","","","","","","",""
2012-10-24 04:55:25,"","","","","","","",""
2012-10-23 12:33:27,"","","","","","","",""
2012-10-29 19:52:58,Worried,Other_Non_Natural_Environment,Move_Somewhere_Safer,"","","","",""
2012-11-04 23:51:42,"","","","","","","",""
2012-11-02 15:10:35,Excited,"","","","","","",""
2012-10-24 11:57:36,"","","","","","","",""
2012-10-28 16:37:50,"","","","","","","",""
2012-11-01 04:16:57,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-22 14:36:51,"","","","","","","",""
2012-10-23 00:05:04,"","","","","","","",""
2012-10-24 20:19:25,"","","","","","","",""
2012-10-24 19:20:16,"","","","","","","",""
2012-10-29 19:21:13,"","","","","","","",""
2012-11-03 18:35:03,"","","","","","","",""
2012-10-25 20:11:25,"","","","","","","",""
2012-10-23 13:37:23,"","","","","","","",""
2012-10-29 12:14:19,"",External_Natural_Environment,"","","","","",""
2012-11-06 08:13:01,"","","","","","","",""
2012-11-04 00:22:29,"","","","","","","",""
2012-10-22 12:10:57,"","","","","","","",""
2012-10-24 12:21:11,"","","","","","","",""
2012-11-02 02:15:28,"","","","","","","",""
2012-11-06 22:40:08,"","","","","","","",""
2012-11-06 17:39:44,"","","","","","","",""
2012-10-30 06:55:41,"","","","","","","",""
2012-10-24 07:40:49,"","","","","","","",""
2012-11-02 16:07:29,Positive_Coping,"","","",Pass_On_Information,"","",""
2012-10-25 02:19:03,"","","","","","","",""
2012-10-22 20:53:24,"","","","","","","",""
2012-10-29 18:31:13,"","","","","","","",""
2012-11-03 19:31:33,"","","","","","","",""
2012-11-01 10:03:15,"","","","","","","",""
2012-10-22 18:23:25,"","","","","","","",""
2012-11-03 21:01:24,Positive_Coping,What_Others_Are_Doing,"","",Pass_On_Information,"","",""
2012-10-22 22:52:42,"","","","","","","",""
2012-11-04 00:25:33,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-31 00:37:31,"",External_Natural_Environment,"","","","","",""
2012-10-29 15:41:38,"","","","","","","",""
2012-11-05 10:40:26,"","","","","","","",""
2012-10-22 17:36:14,"","","","","","","",""
2012-10-28 14:18:10,"",What_Others_Are_Doing,"","","","","",""
2012-10-28 09:28:11,"",External_Natural_Environment,"","","","","",""
2012-11-03 14:59:04,"","","","","","","",""
2012-11-04 18:00:32,"","","","","","","",""
2012-10-26 10:40:37,"","","","","","","",""
2012-10-31 07:14:50,"","","","","","",Changing_Plans,""
2012-10-24 07:44:22,"","","","","","","",""
2012-11-05 20:45:01,"","","","","","","",""
2012-11-01 09:51:45,"",What_Others_Are_Doing,"","","","","",""
2012-11-02 11:51:52,"","","","","","","",""
2012-10-29 13:29:02,Positive_Coping,External_Natural_Environment,"","","","","",""
2012-11-05 19:19:02,"","","","","","","",""
2012-10-29 21:05:12,"","","","","","","",""
2012-10-31 11:26:53,"","","","","","","",""
2012-10-26 08:57:43,"","","","","","","",""
2012-11-03 08:46:00,"","","","","","","",""
2012-11-06 09:23:19,"","","","","","","",""
2012-11-01 19:42:22,"","","","","","","",""
2012-10-22 20:04:14,"","","","","","","",""
2012-10-22 04:04:58,"","","","","","","",""
2012-11-01 21:23:01,"","","","","","","",""
2012-11-01 15:21:56,"","","","","","","",""
2012-11-06 17:31:08,"","","","","","","",""
2012-10-30 15:34:23,"","","","","","","",""
2012-11-06 19:58:00,"","","","","","","",""
2012-10-30 21:18:01,"","","","","","","",""
2012-10-24 06:11:22,"","","","","","","",""
2012-11-04 15:43:37,"",Immediate_Personal_Environment,"","","","","",""
2012-10-30 12:07:19,"","","","","","","",""
2012-10-28 17:39:54,Humor,"","","","","","",""
2012-10-25 20:30:41,"","","","","","","",""
2012-10-23 06:42:57,"","","","","","","",""
2012-10-28 03:39:16,"","","","","","","",""
2012-10-27 14:39:07,"","","","","","","",""
2012-11-04 08:01:35,"","","","","","","",""
2012-11-02 17:42:27,"","","","","","","",""
2012-10-30 13:25:04,"","","","","","","",""
2012-11-02 20:24:09,"","","","","","","",""
2012-11-04 14:31:18,Positive_Coping,"","","","","","",""
2012-11-02 07:09:28,"","","","","","","",""
2012-10-22 11:44:31,"","","","","","","",""
2012-10-27 12:55:00,"","","","","","","",""
2012-10-31 12:30:26,"","","","","","","",""
2012-10-29 18:43:02,"","","","","","","",""
2012-11-03 17:13:37,"","","","","","","",""
2012-10-22 18:17:43,"","","","","","","",""
2012-10-23 11:31:24,"","","","","","","",""
2012-10-26 05:15:56,"","","","","","","",""
2012-10-24 18:19:05,"","","","","","","",""
2012-11-01 06:15:10,"","","","","","","",""
2012-10-22 14:27:08,"","","","","","","",""
2012-10-22 08:15:03,"","","","","","","",""
2012-11-05 21:29:04,"","","","","","","",""
2012-11-06 11:39:32,"","","","","","","",""
2012-10-29 14:32:29,"","","","",Pass_On_Information,Household_Information,"",""
2012-10-30 20:15:11,Positive_Coping,"","","","","","",""
2012-10-29 21:16:52,"",Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-10-28 21:22:49,"","","","","","","",""
2012-10-27 12:18:34,"","","","","","","",""
2012-11-06 20:44:16,"","","","","","","",""
2012-11-05 16:50:08,"","","","","","","",""
2012-11-04 18:41:43,"","","","","","","",""
2012-11-03 21:06:21,"","","","","","","",""
2012-10-29 09:33:08,"","","","","","","",""
2012-10-31 17:24:47,"","","","","","","",""
2012-10-29 09:01:46,"","","","","","","",Other
2012-11-02 09:12:46,Frustrated,"","","","","","",""
2012-10-23 20:29:26,"","","","","","","",""
2012-10-27 14:20:50,"","","","","","","",""
2012-11-06 07:23:18,"","","","","","","",""
2012-11-02 17:56:02,"","","","","","","",""
2012-11-02 15:06:39,"","","","","","","",""
2012-10-29 20:04:58,Positive_Coping,"","","","","","",""
2012-10-28 21:55:09,"","","","","","","",""
2012-10-30 12:26:20,"","","","","","","",""
2012-10-29 21:24:20,"",What_Others_Are_Doing,"","",Pass_On_Information,"","",""
2012-11-01 11:50:41,"","","","","","","",""
2012-10-22 09:52:56,"","","","","","","",""
2012-11-03 09:25:55,Positive_Coping,What_Others_Are_Doing,"","",Seek_Information,"","",""
2012-10-29 18:12:22,"",External_Natural_Environment,"","","","","",""
2012-10-28 09:58:56,"","","","","","","",""
2012-10-29 05:09:05,"","","","","","","",""
2012-10-28 22:20:18,Positive_Coping,"","","","","","",""
2012-11-04 22:12:44,"","","","","","",Changing_Plans,""
2012-10-29 11:17:00,"","","","","","","",""
2012-11-04 00:58:21,"","","","","","","",""
2012-10-22 09:46:01,"","","","","","","",""
2012-10-30 21:42:35,"","","","","","","",""
2012-10-29 22:20:30,"","","","","","","",""
2012-10-24 20:24:19,"","","","","","","",""
2012-11-06 09:04:04,"","","","","","","",""
2012-11-03 13:40:21,"","","","","","","",""
2012-10-26 10:18:02,"","","","","","","",""
2012-10-28 20:24:49,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-30 13:48:46,"","","","","","","",""
2012-11-02 18:57:26,Positive_Coping,What_Others_Are_Doing,"","","","","",""
2012-11-05 13:51:12,"","","","","","","",""
2012-10-28 14:25:45,Excited,External_Natural_Environment,"","","","","",""
2012-11-05 09:04:58,"","","","","","","",""
2012-10-25 20:34:06,"","","","","","","",""
2012-10-27 17:45:51,"","","","","","","",""
2012-11-06 23:02:41,"","","","","","","",""
2012-10-29 20:24:34,"","","","","","","",""
2012-10-31 03:52:13,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-25 10:52:19,"","","","","","","",""
2012-10-29 16:07:53,"","","","","","","",""
2012-10-29 16:23:14,"","","","","","","",""
2012-10-28 09:50:07,"",Immediate_Personal_Environment,"","","","",Maintaining_Plans,""
2012-10-29 10:23:10,"","","","","","","",""
2012-11-05 13:42:18,"","","","","","","",""
2012-10-24 23:42:53,"","","","","","","",""
2012-11-03 15:57:12,Positive_Coping,"","","","","","",""
2012-11-06 21:13:45,"","","","","","","",""
2012-10-22 21:08:39,"","","","","","","",""
2012-11-04 09:03:54,"",What_Others_Are_Doing,"","","","","",""
2012-11-02 17:40:25,"","","","","","","",""
2012-11-05 06:49:08,"","","","","","","",""
2012-10-29 16:41:32,"","","","","","","",""
2012-11-03 20:03:11,"",Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-11-03 19:01:41,"","","","","","","",""
2012-11-04 15:02:31,"","","","","","","",""
2012-10-24 03:12:07,"","","","","","","",""
2012-10-30 21:22:28,"","","","","","","",""
2012-11-03 12:15:34,"","","","","","","",""
2012-10-30 14:02:38,"","","","","","","",""
2012-10-25 15:49:13,"","","","","","","",""
2012-11-01 13:04:22,Excited,What_Others_Are_Doing,"","","","","",""
2012-10-23 06:42:03,"","","","","","","",""
2012-10-22 11:46:29,"","","","","","","",""
2012-10-24 09:47:42,"","","","","","","",""
2012-10-29 12:20:53,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-26 11:16:40,"","","","","","","",""
2012-10-31 10:27:32,"","","","","","","",""
2012-11-02 07:56:59,"","","","","","","",""
2012-10-28 20:28:44,"","","","","","","",""
2012-10-29 10:19:47,"","","","","","","",""
2012-10-22 15:11:53,"","","","","","","",""
2012-11-06 13:41:41,"","","","","","","",""
2012-10-29 05:03:36,"","","","","","","",""
2012-10-29 21:24:01,"","","","","","","",""
2012-10-25 07:36:39,"","","","","","","",""
2012-11-05 06:58:50,"",What_Others_Are_Doing,"","","","","",""
2012-11-04 05:13:00,"","","","","","","",""
2012-10-27 14:58:29,"","","","","","","",""
2012-10-29 17:52:17,"",What_Others_Are_Doing,"","","","","",""
2012-10-22 19:39:45,"","","","","","","",""
2012-11-04 15:56:27,"","","","","","","",""
2012-10-29 17:03:31,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-06 21:27:04,"","","","","","","",""
2012-10-22 08:44:05,"","","","","","","",""
2012-10-30 18:00:49,Positive_Coping,"","","","","","",""
2012-11-05 00:43:49,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-29 00:04:05,"","","","","","","",""
2012-10-22 15:41:07,"","","","","","","",""
2012-10-27 12:20:14,"","","","",Pass_On_Information,"",Changing_Plans,""
2012-11-04 18:04:45,"","","","","","","",""
2012-10-29 07:09:04,"",Immediate_Personal_Environment,"","",Seek_Information,"","",""
2012-10-22 13:39:44,"","","","","","","",""
2012-10-31 00:55:42,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-06 18:57:16,"","","","","","","",""
2012-10-23 09:53:29,"","","","","","","",""
2012-10-23 12:55:47,"","","","","","","",""
2012-10-27 17:05:28,"","","","","","","",""
2012-10-25 20:02:41,"","","","","","","",""
2012-10-27 15:19:43,"","","","",Pass_On_Information,Household_Information,"",""
2012-11-02 15:05:03,"","","","","","","",""
2012-10-29 15:40:22,"",External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-03 12:13:21,"","","","","","","",""
2012-10-27 20:12:26,Humor,"","","",Pass_On_Information,"","",""
2012-11-03 08:40:03,"","","","","","","",""
2012-10-28 21:26:58,"","","","","","","",""
2012-10-28 15:00:55,"","",Stationary,"",Seek_Information,"","",""
2012-11-06 09:20:12,"","","","","","","",""
2012-10-25 20:18:40,"","","","","","","",""
2012-10-22 00:21:51,"","","","","","","",""
2012-10-29 10:17:58,"","","","","","","",""
2012-11-01 09:43:16,"","","","","","","",""
2012-10-27 22:21:47,"","","","","","","",Other
2012-10-31 06:47:11,"","","","","","","",""
2012-10-23 16:19:04,"","","","","","","",""
2012-11-02 16:25:51,"","","","","","","",""
2012-10-29 06:49:09,"","","","","","","",""
2012-10-26 12:55:54,"","","","","","","",""
2012-10-29 18:30:59,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-02 20:26:19,"","","","","","","",""
2012-11-03 19:14:24,"","","","","","","",""
2012-10-29 06:58:31,"",External_Natural_Environment,"","","","","",""
2012-10-25 20:54:22,"","","","","","","",""
2012-10-26 12:46:15,"","","","","","","",""
2012-10-24 03:03:59,"","","","","","","",""
2012-11-02 20:47:42,"","","","","","","",""
2012-10-28 10:15:49,"","","","","","","",""
2012-11-04 18:37:35,"","","","","","","",""
2012-10-28 14:02:52,"","","","","","","",""
2012-10-29 21:43:30,"","","","","","","",""
2012-10-28 12:23:26,"","","","","","","",""
2012-11-06 22:37:01,"","","","","","","",""
2012-11-03 23:57:08,"","","","","","","",""
2012-10-28 20:28:36,"","","","","","","",""
2012-10-23 07:06:56,"","","","","","","",""
2012-11-04 09:06:03,Positive_Coping,"","","","","","",""
2012-10-27 18:05:52,"","","","","","","",""
2012-10-25 14:11:41,"","","","","","","",""
2012-10-29 16:06:10,"",Other_Non_Natural_Environment,"","","","","",""
2012-11-03 17:47:43,"","","","","","","",""
2012-11-06 18:14:56,"","","","","","","",""
2012-10-30 07:43:01,"","","","","","","",""
2012-11-01 15:05:23,"","","","","","","",""
2012-11-03 07:09:29,"","","","","","","",""
2012-10-29 20:07:39,Excited,"","","","","","",""
2012-11-03 14:58:54,"","","",Supplies,Seek_Information,"","",""
2012-10-25 21:15:50,"","","","","","","",""
2012-11-06 08:41:01,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-25 12:07:05,"","","","","","","",""
2012-10-31 13:55:25,Frustrated,Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-10-24 10:29:13,"","","","","","","",""
2012-10-29 20:42:21,"","","","","","","",""
2012-10-31 13:08:33,"",Other_Non_Natural_Environment,"","",Pass_On_Information,"","",""
2012-11-06 21:33:35,"","","","","","","",""
2012-11-03 22:12:52,"","","","","","","",""
2012-10-26 03:52:49,"","","","","","","",""
2012-11-02 08:35:57,"","","","","","","",""
2012-11-05 19:10:24,"","","","","","","",""
2012-10-28 13:05:18,"","","","","","","",""
2012-10-22 16:26:48,"","","","","","","",""
2012-11-04 00:06:46,"","","","",Pass_On_Information,"","",""
2012-11-01 21:19:17,"","","","","","","",""
2012-10-22 16:28:45,"","","","","","","",""
2012-10-24 21:44:56,"","","","","","","",""
2012-11-02 06:53:58,"","","","","","","",""
2012-10-24 08:06:01,"","","","","","","",""
2012-11-01 21:55:17,"","","","","","","",""
2012-11-05 08:30:30,"","","","","","","",""
2012-10-22 19:44:54,"","","","","","","",""
2012-10-23 13:22:43,"","","","","","","",""
2012-10-29 20:38:05,Positive_Coping,"","","","","","",""
2012-11-06 16:23:25,"","","","","","","",""
2012-10-31 21:34:53,"","","","","","","",""
2012-10-26 17:06:06,"","","","","","","",""
2012-11-05 16:42:43,"","","","","","","",""
2012-11-05 21:03:29,Positive_Coping,"","","","","","",""
2012-10-22 12:46:39,"","","","","","","",""
2012-10-23 10:48:50,"","","","","","","",""
2012-10-29 13:07:50,"","","","","","","",""
2012-10-31 10:23:34,"","","","","","","",""
2012-10-28 13:58:51,Frustrated,"",Stationary,"","","",Changing_Plans,""
2012-11-03 21:32:15,"","","","","","","",""
2012-10-28 14:37:09,"","","","","",Household_Information,"",""
2012-10-29 13:09:04,"",Immediate_Personal_Environment,"","","","","",""
2012-10-27 15:30:39,"","","","","","","",""
2012-10-24 13:18:11,"","","","","","","",""
2012-11-05 16:37:01,"","","","","","","",""
2012-10-26 10:41:54,"","","","","","","",""
2012-10-26 15:23:47,"","","","","","","",""
2012-11-01 23:39:02,"","","","","","","",""
2012-11-06 20:30:16,"","","","","","","",""
2012-10-23 10:32:55,"","","","","","","",""
2012-11-05 19:06:02,"","","","","","","",""
2012-11-06 22:28:17,"","","","","","","",""
2012-11-03 17:19:15,"","","","","","","",""
2012-10-28 14:11:28,"",What_Others_Are_Doing,"","","","","",""
2012-10-25 15:38:48,"","","","","","","",""
2012-10-27 10:32:55,"","","","","","","",""
2012-11-02 12:59:16,"",Immediate_Personal_Environment,"",Power_For_Life,"","","",""
2012-11-01 15:04:49,"","","","",Seek_Information,"","",""
2012-10-22 19:25:03,"","","","","","","",""
2012-11-03 00:39:47,"","","","","","","",""
2012-10-27 00:46:46,"","","","","","","",""
2012-10-22 19:34:35,"","","","","","","",""
2012-10-29 21:58:56,"",Immediate_Personal_Environment,"","","","","",""
2012-11-02 12:09:00,"",Immediate_Personal_Environment,"",Supplies,"","","",""
2012-10-27 21:06:07,"","","","","","","",""
2012-11-04 07:16:54,"","","","","","","",""
2012-10-22 18:20:07,"","","","","","","",""
2012-11-06 20:29:51,"","","","","","","",""
2012-10-22 10:06:20,"","","","","","","",""
2012-10-30 10:44:10,"",External_Natural_Environment,"","","","","",""
2012-10-27 12:22:28,Excited,"","","","","",Changing_Plans,""
2012-11-02 22:18:38,"","","","","","","",""
2012-10-29 10:47:37,"","","","","","","",""
2012-10-31 00:53:58,"","","","","","","",""
2012-11-06 13:13:21,"","","","","","","",""
2012-10-29 22:23:44,"","","","","","","",""
2012-10-28 12:28:17,"","","","","","","",""
2012-10-24 13:33:43,"","","","","","","",""
2012-11-01 09:31:31,"","","","","","","",""
2012-10-22 14:03:35,"","","","","","","",""
2012-11-01 18:31:13,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-28 03:55:06,"","","","","","","",""
2012-10-29 10:41:20,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-28 07:17:36,"","","","","","","",""
2012-11-04 18:15:57,"","","","","","","",""
2012-11-06 21:40:32,"","","","","","","",""
2012-10-25 20:14:32,"","","","","","","",""
2012-11-05 11:02:41,"","","","","","","",""
2012-11-04 07:36:20,"","","","","","","",""
2012-10-26 08:45:40,"","","","","","","",""
2012-10-23 17:38:23,"","","","","","","",""
2012-11-03 11:28:03,"","","","","","","",""
2012-10-30 14:09:32,"","","","","","","",""
2012-10-25 11:31:39,"","","","","","","",""
2012-11-04 09:28:26,"","","","","","","",""
2012-10-30 07:45:18,"","","","","","","",""
2012-10-27 19:03:48,"","","","","","","",""
2012-10-29 10:39:42,"","","","","","","",""
2012-10-26 08:17:44,"",External_Natural_Environment,"","","","","",""
2012-10-25 01:09:01,"","","","","","","",""
2012-10-24 23:59:07,"","","","","","","",""
2012-11-05 15:04:47,"","","","","","","",""
2012-10-28 20:22:39,"","","","","","","",""
2012-11-05 08:58:04,"","","","","","","",""
2012-11-06 20:28:49,"","","","","","","",""
2012-10-22 19:02:03,"","","","","","","",""
2012-10-28 20:24:32,"","","","","","","",""
2012-10-27 16:03:13,Frustrated,External_Natural_Environment,"","",Pass_On_Information,"","",""
2012-10-29 10:40:38,"",Other_Non_Natural_Environment,"","","","","",""
2012-10-26 09:59:01,"","","","","","","",""
2012-11-06 14:39:58,"","","","","","","",""
2012-11-02 22:47:22,"","","","","","","",""
2012-10-29 08:00:49,"","","","","","","",""
2012-11-05 15:20:32,"","","","","","","",""
2012-10-27 08:31:07,"","","","","","","",""
2012-10-25 22:23:42,"","","","","","","",""
2012-11-03 11:01:14,"","","","","","","",""
2012-11-01 05:55:38,"","","","","","","",""
2012-10-29 13:49:47,"","","","","","","",""
2012-10-28 11:07:24,"","","","","","","",""
2012-10-28 23:36:43,"","","","","","","",""
2012-10-26 18:59:56,"","","","","","","",""
2012-11-04 13:38:43,"","","","","","","",""
2012-10-27 06:25:20,"","","","","","","",""
2012-11-05 21:00:58,"","","","","","","",""
2012-11-03 19:43:37,"","","","","","","",""
2012-11-05 14:19:44,"","","","","","","",""
2012-11-05 03:57:52,"","","","","","","",""
2012-11-06 21:18:08,"","","","","","","",""
2012-11-01 18:21:50,"","","","","","","",""
2012-10-30 16:35:20,"","","","","","","",""
2012-10-22 06:39:47,"","","","","","","",""
2012-11-05 15:48:15,"","","","","","","",""
2012-11-03 09:42:40,"","","","","","","",""
